full_text
"['same', 'principle', 'proper', 'match', 'going', 'crowd', 'who', 'think', 'they', 're', 'better', 'than', 'others', 'stop', 'buying', 'tickets', 'pies', 'concourse', 'enabling', 'yanks', 'leech', 'almost', 'billion', 'out', 'through', 'your', 'money', 'enemies', 'lot']"
"['what', 'position', 'currently']"
"['goal', 'ruled', 'offside']"
"['abeg', 'wrote', 'your', 'mother', 'fucker', 'full', 'oo', 'make', 'e', 'no', 'sey', 'na', 'my', 'football', 'wan', 'blast']"
"['access', 'bank', 'made', 'wrong', 'life', 'choices', 'man']"
"['agree', 'disagree', 'simple', 'sideways', 'pass', 'chance', 'created', 'watch', 'games', 'see', 'fernandes', 'only', 'player', 'willing', 'take', 'risk', 'create']"
"['scouse', 'bastard', 'sing', 'born', 'tarkowski', 'forgetting', 'their', 'record', 'scorer', 'prem', 'scouser']"
"['stop', 'using', 'clicks']"
"['these', 'stats', 'two', 'attacking', 'players', 'them', 'doesnt', 'love', 'team']"
"['thank', 'your', 'update', 'after', 'submitting', 'my', 'application', 'kufstein', 'uas', 'they', 'asked', 'me', 'take', 'ielts', 'least', '55', 'submit', 'legalized', 'docs', 'will', 'seat', 'supplementary', 'exam', 'maths', 'amp', 'eng', 'pass', 'them', 'my', 'question', 'how', 'difficult', 'easy', 'their', 'supplementary', 'exam']"
"['tickets', 'upcoming', 'fulham', 'game', '3', 'tickets', 'thrilling', 'clash', 'seats', 'together', 'enjoy', 'action', 'friends', 'direct', 'message', 'me', 'more', 'information']"
"['im', 'aware', 'state', 'support', 'youre', 'youre', 'players', 'fc', 'support', 'rashford', 'youre', 'back', 'manager', 'im', 'just', 'saying', 'fact', 'rashy', 'last', 'years', 'been', 'dreadful', 'xanderutd', 'cant', 'accept', 'fact']"
"['course', 'assist', 'bringing', 'these', 'essays', 'imagine', 'what', 'will', 'happen', 'when', 'scores', 'leave', 'follow', 'rashford', 'way', 'win', 'wins']"
"['bruno', 'fernandes', 'hate', 'fanbase', 'will', 'never', 'make', 'sense', 'me']"
"['balloon', 'dior', 'loading']"
"['love', 'game', 'background', 'loves', 'just', 'much', 'loves', 'him']"
"['financial', 'crossroads', 'ratcliffe', 'bold', 'costcutting', 'gamble']"
"['own', 'them']"
"['fan', 'here', 'consent', 'winning', 'am', 'born', '94', 'live', 'london', 'my', 'real', 'opps', 'don', 'care', 'fuck']"
"['which', 'african', 'fan', 'wants', 'win', 'me']"
"['casemiros', 'first', 'paulo', 'fc', 'wishing', 'him', 'happy', 'birthday', 'today']"
"['paul', 'pogba', 'personally', 'spoke', 'ruben', 'amorim', 'prepared', 'offer', 'oneyear', 'contract', 'would', 'negotiate', 'low', 'salary', 'lots', 'bonuses', 'source']"
"['tell', 'attackers', 'some', 'concern', 'defence', 'they', 'will', 'cry', 'new', 'challenge']"
