full_text
"['sors', 'de', 'manchester', 'united', 'es', 'destin', 'un', 'grand', 'avenir']"
"['antony', 'parti', 'de', 'manchester', 'united', 'devenu', 'meilleur', 'joueur', 'monde', 'cest']"
"['joyeux', 'anniversaire', 'l', 'infatigable', 'casemiro', '33', 'ans', 'aujourd', 'hui']"
"['continue', 'cette', 'lance', 'petit', 'content', 'toi']"
"['quoi', 'cirque']"
"['slot', 'mauvais', 'perdantu', 'drle', 'a', 'toupet', 'de', 'critiquer', 'adversaires', 'de', 'seconde', 'zone', 'jouent', 'bloc', 'bas', 'transitionjeu', 'long', 'livarpool', 'face', 'un', 'city', 'rue', 'se', 'permettre', 'a', 'passe', 'crme', 'va', 'bien', 'enfoir', 'de', 'm', 'crne']"
"['mre', 'de', 'lisandro', 'martinez', 'un', 'amour']"
"['cest', 'crit', 'quelque', 'part', 'a', 'de', 'part', 'ne', 'crois']"
"['oui', 'as', 'raison', 'rle', 'tait', 'de', 'regarder', 'joueur', 'avancer', 'broncher', 'propre', 'camp', 'simple', 'dharcelergner', 'porteur', 'de', 'balle', 'considr', 'pressing']"
"['manchester', 'city', 'a', 'de', 'chance', 'autres', 'quipes', 'soient', 'chokers', 'irrguliers', 'truc', 'l', 'ne', 'sentir', 'l', 'odeur', 'top', '4', 'cette', 'saison', 'chelsea', 'tottenhammort', 'united', 'mort']"
"['joueur', 'fc', 'toute', 'splendeur', 'flau', 'football', 'actuel', 'rashford', 'navait', 'aucun', 'reproche', 'se', 'faire', 'avez', 'raison']"
"['voir', 'passes', 'camikase', 'de', 'casemiro', 'seigneur']"
"['un', 'exemple', 'parmi', 'tant', 'dautres', 'rle', 'de', '9', 'premier', 'acteur', 'pressing', 'on', 'parle', 'dune', 'attitudecaractre', 'primordial', 'une', 'quipe', '28', 'ans', 'cest', 'lui', 'de', 'montrer', 'voie']"
"['a', 'reste', 'club', 'ayant', 'dpenser', 'arsenal', 'chelsea', 'psg', 'manchester', 'united', 'newcastle', 'jen', 'passe', 'excuse', 'ne', 'tient']"
