full_text
"['unaijua', 'manchester', 'united', 'anko']"
"['unomudi', 'mkomana', 'ano', 'support', 'manchester', 'united', 'city']"
"['manchester', 'united', 'dimostrazione', 'milan', 'basta', 'spendere', 'soldi', 'bisogna', 'avere', 'societ', 'dietro', 'che', 'sia', 'vicino', 'squadra', 'no', 'faremmo', 'fine', 'qui', 'colpa', 'solo', 'giocatori', 'e', 'allenatore', 'problema', 'sta', 'a', 'monte']"
"['manchester', 'united', 'decimo', 'quinto', 'colocado', 'premier', 'league']"
"['manchester', 'united', 'usiseme', 'kidogo', 'ni', 'unaiongelea', 'sana']"
"['manchester', 'united', 'riu', 'disso']"
"['devi', 'avere', 'pure', 'allenatore', 'che', 'approva', 'invece', 'voleva', 'giocatuttoolino', 'manchester', 'united', 'bloccandoci', 'mercato']"
"['bonera', 'cosa', 'deve', 'fare', 'essere', 'cacciato', 'milan', 'a', 'incompetenza', 'unicum', 'mondo', 'calcio', 'forse', 'solo', 'manchester', 'united', 'livello', 'schifo']"
"['manchester', 'united', 'za', 'ta', 'rage', 'aikata']"
"['diao', 'classico', 'giocatore', 'che', 'manchester', 'united', 'paga', '75', 'milioni', 'a', 'giugno']"
"['aleper', 'ferguson', 'manchester', 'united', 'guardiola', 'manchester', 'city']"
"['manchester', 'united', 'na', 'intermiami']"
"['siamo', 'manchester', 'united', 'italiano', 'metuttoetevi', 'cuore', 'pace']"
"['rischiare', 'scendere', 'no', 'stupirei', 'vedere', 'milan', 'stabilmente', 'stesse', 'posizioni', 'manchester', 'united', 'atuttouale']"
"['prima', 'malatuttoia', 'era', 'maldini', 'mandato', 'via', 'pegiornoiorato', 'tututtoo', 'poi', 'malatuttoia', 'era', 'pioli', 'mandato', 'via', 'pegiornoiorato', 'tututtoo', 'ora', 'malatuttoia', 'sono', 'theo', 'leao', 'e', 'maignan', 'ben', 'vengano', 'anonate', 'stile', 'manchester', 'united']"
"['siamo', 'diventati', 'manchester', 'united', 'italiano']"
"['siete', 'letuttoeralmente', 'manchester', 'united', 'd', 'italia']"
"['fanono', 'gite', 'interessanti', 'graziosi', 'paesi', 'deuropa', 'trovarsi', 'a', 'sfidare', 'manchester', 'united', 'finale']"
"['manchester', 'united', 'oga']"
"['ingcono', 'ngisho', 'chelsea', 'bafo', 'kunezami', 'manchester', 'united']"
"['ragiornoiungere', 'finale', 'bilbao', 'roma', 'dovr', 'affrontare', 'bilbao', 'mourinho', 'manchester', 'united', 'percorso', 'champions', 'league', 'mentre', 'dallaltra', 'parte', 'giocano', 'conference', 'league']"
"['6e', 'paul', 'pogba', 'manchester', 'united', '105', 'millions']"
"['grazie', 'pulisic', 'ora', 'fai', 'sembrare', 'club', 'manchester', 'united']"
"['saresti', 'contento', 'facessimo', 'fine', 'manchester', 'united', 'beh', 'juventino', 'ferro']"
"['manchester', 'united', 'interessato', 'a', 'maignan', 'dirigenza', 'conquistata', 'capacit', 'fare', 'cagata', 'dietro', 'altra', 'parte', 'francese', 'garantendo', 'continuit', 'prestazioni', 'onana', 'dovesse', 'partire', 'a', 'fine', 'stagione']"
"['io', 'ricordo', 'solo', 'che', 'me', '10', 'anoni', 'avevamo', 'comprato', 'vidic', 'manchester', 'united', 'era', 'gasatissimo']"
