full_text
"['nashukuru', 'sana']"
"['efisiensi', 'taik', 'anjing']"
['naonewa']
"['arne', 'slot', 'bisa', 'langsung', 'nyetel', 'sma', 'liverpool', 'prediksi', 'bakal', 'juara', 'liverpool', 'sedangkan', 'manchester', 'united']"
"['manchester', 'united', 'fans', 'majuu', 'sanasana']"
"['manchester', 'united', 'sedang', 'mempertimbangkan', 'mendatangkan', 'penyerang', 'tottenham', 'berusia', '32', 'tahun', 'son', 'heungmin', 'nama', 'penyerang', 'korea', 'selatan', 'masuk', 'agenda', 'transfer', 'man', 'united']"
"['tim', 'gue', 'dukung', 'ikuti', 'walaupun', 'ngebadut', 'manchester', 'united', 'persija', 'timnas', 'indonesia', 'tim', 'gue', 'seneng', 'liat', 'mainnya', 'madrid', 'timnas', 'jepang', 'always', 'fun', 'watch', 'them', 'play']"
"['kenapa', 'kutuk', 'manchester', 'united', 'ada', 'personal']"
"['minggu', '23', 'februari', '2025', 'manchester', 'united', 'training', 'shirt', '2007', 'size', 's', '74x51', 'sponsor', 'original', 'crack', 'sizing', 'nikefit', 'pudar', 'apparel', 'ngelupas', 'dikit', 'washable', 'stain', 'list', 'brudul', 'bobbles']"
"['ungekua', 'fan', 'manchester', 'united', 'usingemaliz', 'wiki', 'ww', 'kama', 'ndo', 'ivi']"
"['haina', 'noma', 'wakuu']"
"['bekas', 'bintang', 'manchester', 'united', 'kini', 'bersama', 'feyenoord', 'feyenoord', 'tagih', 'sentuhan', 'van', 'persie', 'menjelang', 'aksi', 'pusingan', '16', 'juarajuara', 'berdepan', 'inter', 'milan', 'bulan', 'depan']"
"['keputusan', 'kurang', 'memuaskan', 'daripada', 'manchester', 'united']"
"['football', 'scam', 'kama', 'manchester', 'united', 'inaweza', 'kuwa', 'number', '15', 'sahizi', 'then', 'kubaya']"
"['lah', 'kok', 'aneh', 'liverpool', 'tuh', 'anggep', 'rival', 'buat', 'emyu', 'selain', 'leeds', 'united', 'daripada', 'chelsea', 'manchester', 'city', 'satu', 'kota']"
"['kila', 'sehemu', 'mmeniblock', 'wanetu', 'haina', 'noma', 'lakini', 'maisha', 'tu', 'haya']"
"['mzee', 'jau', 'huyu']"
"['mtoto', 'museven', 'anataka', 'kuinunua', 'manchester', 'united', 'nyie', 'wenye', 'timu', 'yenu', 'mnasemaje']"
"['mashabiki', 'manchester', 'united', 'mtakufa', 'mkiendelea', 'hivi']"
"['meneja', 'manchester', 'united', 'ruben', 'amesisitiza', 'hitaji', 'la', 'timu', 'yake', 'kukabiliana', 'changamoto', 'za', 'msimu', 'huu', 'kabla', 'kuangalia', 'mbele', 'kwa', 'siku', 'zijazo']"
"['niat', 'baik', 'kontooolllll']"
"['lama', 'lama', 'como', 'bisa', 'ngalahin', 'manchester', 'united']"
